Annotator 1,Annotator 2(Yasitha),Phrase
,,තවත් හකුරු හැංගුවට වැඩක් නැති කටක් වගේ
,,"විරාජ්, ප්‍රියාන් ඔය දෙන්නා ඊයේද ඉපදුනේ? මොකද මංගල යෝජනාවක් වත් ගෙන එන්නද?"
,,දැන්නම් ඔහෙලා යන්නෙත් පාදඩ ගමනක් කියලයි මට හිතෙන්නේ.
,,ඕන යාත්‍රාවක් ගියාවේ. ඔබතුමන්ලා ගේ වැඩකෝ? බැලුන් නැද්ද යවන්න. ඉදිරි අවුරුදු තුනවත් වැඩ කරමු නේද..
,,දවසක් ඔබ තුමා අම්ම ගැන කිව්වේ පාර්ලිමේන්තුවේදී ඒ මොන අර්ථයකින්ද
,,අනුගේ මගුල් හොයා හොයා ඉන්නකම් යවනවා කිව්වා බැලුම උඩ යවල නිකම් දෙනවා කිව්වා වයිෆයි දෙන්න අනේ නිකම් කුණු හරුප නොකිය පාර්ලිමේන්තුවේ.
disgust,disgust,කට ඇරියොත් අපහාස කිරීම පමණයි මෙයාට හැකි.
,,කව්රුවත් කලබල වෙන්න එපා.පරිප්පු කන අයට පරිප්පුවා කියනවා.ආප්ප කන අයට ආප්පයා කියනවා ඒවා ඉතින් ලංකාවේ ඉන්න මිනිසුන්ගේ හැටි.
,,පාද යාත්‍රාවෙන් 5000ක් ගෙනාවොත් ඉල්ලා අස්වෙනවා කිව්වා නේද?
,,කොච්චර කාලයක් ඔය කතා ජනතාව අහයිද කියලා කියන්න බැහැ. දැන් ඇති කටමැත දෙඩෙව්වා. වැඩට බැස්සොත් හොඳයි
,,ඔය මොනවා කිවුවත් ඇත්ත අපි ඇස් දෙකින්ම දැක්කනේ
,,අපෝ! බයවෙලා තියෙන තරමක්...
,,සමහරු උදුරලා අරගෙන තොප්පිය බලෙන් දාගත්තා කියලයි මට හිතෙන්නේ
,,පාර්ලිමේන්තුවේ නොසරුප් වදන් කියන්නේ කොහොම අයද කියලත් අපි දන්නවා.
,,නියම අර්ථ දැක්වීම් ඔය බොදු බලේ රාවන බලේ හිමිවරුන්ට තමයි කරන්න පුළුවන්
,,හැම චිත්‍රපටියක්ම පෙන්නනවද හාමුදුරුවන්ට
,,අනේ ඔයාගේ සුත්තරේ තියාගෙන රටට වැඩ දායක වැඩක් කරනවද කරුණාකරලා.
,,බුදුදහමට ආදරයනම් ධර්මයට අනුව හැසිරෙන්න ඕනේ
,,ඉස්සර නම් පෙන්නුවා කියන්නෙ? ඒ කියන්නෙ අතිශයින්ම වෑඩිහිටියන්ට පමණයි චිත්‍රපටත් මේ ගොල්ලනට පෙන්නලා අවසර අරගෙන තියෙනවා.ඈගේ වෛරය වගේ ඒවා වෙන්නැති.....
,,පළමුව මෙයාගේ චරිතේ එඩිට් කරලා ගන්න ඕනේ ..
,,මෙයාලාට හැමදේම පේන්නේ වැරදි විදියට .මේවා කාගේ පවුද .අනේ අපි නොදනි. බුදුන්වහන්සේගේ කාලයේත් මෙහෙම අය හිටියා .
,,බුදු හැමදුරුවෝ දේශනා කලා නේද චිත්‍රපටි බල බල අනිත්‍ය මෙනෙහි කරන්න කියලා.
disgust,disgust,අපේ හාමුදුරුවනට ඕන වැඩකුත් නැහැ ඕන නැති වැඩකුත් නැහැ. ඔය ඕන නැති වැඩ පස්සේ දුවල කාලය කපු වෙලාවේ මේ වගේ වැඩක්වත් අවශ්‍ය වෙලාවට කල නම් සිවුරේ නම්බුව රැකගන්න තිබුණා.
,,"මංගල,බුදුදහමට ආදරය කරන අයත් අහක බලාගෙන ඉන්න එකනේ ප්‍රශ්නය."
,,බුදු දහමේ කියල තියෙන හරි දේ මොකක්ද කියල අබමල් රේණුවකවත් නොදන්නා පොලිසියට ඕක කියල ඇති පලේ මොකක්ද?
,,නිරේෂ් පිස්සෙක් වගේ දොඩවන්න එපා අන්තර්ගත කරුණු සොයා බල්ලන.රටට වැඩ දායක වැඩක් කරන්න තමයිහදන්නේ. ආගම ධර්මයට හෙනගහල ගියත් කමක් නැහැ ඔහෙලට කන්න තිබෙනවානම්.
,,ලලිත් පැමිණිල්ල යන්න ඔ්නී ඒගොල්ලන්ට නේ
joy,joy,ඔබ වහන්සේවත් නැත්තන් මේව්ගෙ වැරදි අර්ථකතන සමාජගත වෙන එක වලකන්නේ කවුද ? ඔබ වහන්සෙට පිං. දීරිඝායු වේවා..!
,,ගලබොඩඅත්තේ ඥානසාර හිමියන් රැඟුම් පාලක මණ්ඩලයට පත්කරමු
disgust,disgust,හැම චිත්‍රපටියක්ම හාමුදුරුවන්ට පෙන්නලා අවසර ගන්න අපේ රට ඉරානය වගේ මූලධර්මවාදී රටක්ද?
,,ඔය චීවරධාරියාට වඩා පොලිස් නිලධාරීන්ට විනයක් තියනවා. ඔවුන් රටටත් සමාජයටත් සුවිශේෂ සේවයක් කරනවා. බුද්ධ ශාසනය මදිවෙලා චිත්‍රපට කර්මාන්තයත් වළඳන්න වගෙයි කල්පනාව?
disgust,disgust,මහා ලොකුවට බුද්ධාගම ආරක්ෂා කරන්න හැදුවට බුද්ධ ධර්මය පිළිපදින හැටියක් නම් අපට පෙනෙන්නේ නැහැ.
anger,anger,මොකද මේ සිංහල සිනමාවට එරෙහිව කෑගහන්නේ? කුමක් හෝ අසාධාරණයක්වත් වෙලාද? සමහරු හිතාගෙන ඉන්නේ බෞද්ධයෝ බුද්ධාගම ඉගෙනගන්නේ සිංහල චිත්‍රපටි බලලා කියලා.
,,අන්තර්ජාලයට (යු ටියුබ් එකට) ගියාම ඔය කාගේ කාගේත් දක්ෂතා ජනතාවට දැක බලාගන්න පුළුවන්.
sadness,sadness,ඔබවහන්සේවත් නැත්නම් අපිට කාගේ පිහිටක්ද?
disgust,disgust,කෙහෙල් කඳකට කෙටුවාම ගොඩක් ජනප්‍රිය වෙයි කියලා කොට්ටෝරුවන්ට හිතෙනවාත් ඇති සමහරවිට.
,,ඔබවහන්සේ කියන සමහර කතා සහ වචන සමහරක් අහගෙන ඉන්න බැරිතරම් ඒවා. ඒවා ඔය සූත්‍රයට එකඟද?
,,"කරුණාපාල, බුද්ධාගම ආරක්ෂා කරන්න හැදුවොත් බුද්ධ ධර්මය පිළිපදින්න බැහැ. එ්ක පළමුව තේරුම් ගන්න. දුප්පත් බෞද්ධයින්ට මුදල් ආධාර දී ඔවුන් වෙනත් ආගම් වලට හරවා ගැනීම වැළැක්වීම කළහැක්කේ කොහොමද? මේ වනතුරු ඊට විරුද්ධව කතාකළේ කව්ද?"
,,"චලනි පෙරේරා, ආගමට අපහාස වෙනවා කියලා ඩෑන් බ්‍රවුන්ගේ ඩාවින්සි කෝඩ් නමැති චිත්‍රපටිය ලංකාවට ගෙනාවේ නැහැ. නමුත් බෞද්ධ ආගමට අපහාසවෙන චිත්‍රපටි ලංකාවට ගෙනාවට පෙන්වුවට කමක් නැහැ නේද? හාමුදුරුවරුන්ට විරුද්ධව කතාකරන ඕගොල්ලොත් බෞද්ධයෝද?"
,,හාමුදුරුවන්ට පෙන්නලා එළියට දාන්න මේක බෞද්ධ චිත්‍රපටියක් නෙමෙයිනේ.
,,ලංකාවේ ස්වාමින් වහන්සේලා තමයි ධර්මය රැකගැනීමේ පුරෝගාමීන් වියයුත්තේ
,,එහෙම වැඩක් කරලා නම් ඉතින් වැරදියි තමයි
,,"අනේ හාමුදුරුවනේ, අපේ ධර්මයට හානියක් වෙලා තියෙන්නේ අවිනීතව, බුදුන් දෙසු ධර්මයට අනුව හැසිරෙන්නේ නැති චීවරධාරීන් නිසයි"
,,බෞද්ධ භික්ෂුවකගේ කාර්යය ශාසනය රැකගැනීමයි. එය මේ ස්වාමින් වහන්සේ කරනවා
disgust,disgust,සම්භාහන මධ්‍යස්ථාන විවෘත කරන්නත් බෝ පැල සිටවනවා අහලවත් තියෙනවද?
,,"හාමුදුරුවරුන්ට අපහාස කරන මිනිසුනි, මුලින්ම කාදිනල්තුමා බුද්ධාගම ගැන කියන දේ අහන්ඩල."
,,"බමුණු, මේ හුඟක් දෙනා කතා කරන්නේ බුද්ධාගම රැකගන්න. කවුරුවත් රකින්න ඕනෑ නැහැ. එය ස්වාභාවිකවම ආරක්ෂා වේවි."
,,භික්ෂුත්වයට නිගාකරන චීවරධාරීන් සසුනෙන් පළවා හැරීම සඳහා වහාම පියවරක් ගැනීම අවශ්‍යයි!
,,මම නම් කියන්නේ තරහ යන එක සාධාරණයි
,,එකට කෑවත් බොක්ක වෙනස්නේ....
,,"ලංකාවේ රජයේ විශ්ව විද්‍යාල වලට වසරකට ඇතුළු වියහැක්කේ ඇතුළත්වීමට සුදුසුකම්ලත් අයගෙන් 17% වැනි සුළුතරයකට. දිස්ත්‍රික් පදනම නිසා ඇතුළත්වන සිසුන් උසස් පෙළ වැඩිම ලකුණු ගත් අය නොවේ. සමත්වන සියලුම සිසුන් ඇතුළත් කර ගැනීමට නම්, විශ්ව විද්‍යාල පද්ධතිය බොහෝ විශාල කිරීමට සිදුවේ. මෙවැනි දේ වලට විරෝධයපාන්නන් බොහෝ ඊර්ෂ්‍යාවෙන් පෙළෙන්නන් බවයි මගේ හැඟීම."
,,විශ්ව විද්‍යාලයට යන්න බැරිවෙන ළමයි සඳහා හැම රටකම වැඩිදුර අධ්‍යාපනය කරන්න අවස්ථාව දෙනවා. රජයකට ඔක්කොටම නොමිලයේ උගන්වන්න බැහැ. මේක මුළු ලෝකයේම දියුණු රටවල පවා තත්වය. නමුත් අපේ රටේ සමහර කුහක සිසුන් විශ්ව විද්‍යාල නොගිය ළමයින්ගේ ඉගෙනීමට ඇති අයිතියට අකුල් හෙලනවා. මේක සමස්තයක් ලෙස රටේ උගතුන් බිහිවීමට ලොකු බාධාවක්. මෙය රටේ බහුතරයක් අනගත සිසුන්ට ප්‍රශ්නයක් වෙන බවයි මට හිතෙන්නේ.
anger,anger,රටට කරන විනාශය පේනවා නේද? දැන් දැන් මෙයාලගේ සැබෑ මුහුණුවරපෙනෙන්න පටන්ගෙන.
,,"මා දන්නා තරමට නිදහස් අධ්‍යාපනය තියෙන්නේ ලංකාවේ විතරයි. අනෙක් රටවල් වල කරනදේම මෙහෙ කරන්න ඕනෑ කියලා එකක් නැහැ. අධ්‍යාපනයට සම අයිතියක් තිබිය යුතුයි. එය දක්ෂතාවය මතම මිස මුදල් මත තීරණය නොවිය යුතුයි. මේ රටේ ගසාකන, නැතිකරන මුදල් බැලුවහම තව විශ්ව විද්‍යාල කීයක් හදන්න පුලුවන්ද."
,,"සාපෙළ විභාගයෙන් පසුව හා උසස්පෙළින් පසුව වැදගත් වෘත්තිය අධ්‍යාපන ක්‍රමවේදයක් සඳහා යොමුවිය යුතුයි. රටේ වැඩ කරන්න දන්නා, උවමනාව තියෙන අය අඩුයි. සහතික තියෙන අය වැඩියි. අධ්‍යාපනය ඉහළ ප්‍රමිතියෙන් පවත්වාගෙන යායුතුයි. ඒ සඳහා රාජ්‍යය මැදිහත්වීම, රාජ්‍ය නියාමනය අත්‍යවශ්‍යයි."
,,අනේ මන්දා මොනවද කියලා මේ අනවශ්‍ය ප්‍රශ්න
,,පෞද්ගලික විශ්ව විද්‍යාල ඇති කරන්න කලින් වංචා දුෂණ නැවැත්විය යුතුයි. නැත්නම් අපට වෙන්නේ ඉන්දියාවට වෙච්ච දේ. ඉන්දියාවේ උපාධි වලට ජාත්‍යන්තර පිළිගැනීමක් නැහැ
,,හොඳට විභාගය සමත්වෙලා විශ්ව විද්‍යාලයට ඇතුළත් වෙන්න බැරි වුණාම ළමයි අසරණ වෙනවා. ඉතින් ගෙවලා ඉගෙනගන්න පුලුවන් නම් මොකද? ප්‍රමිතිය ගැන බලලා ඒවා හරිගස්සන්න. දැන් නිදහස් අධ්‍යාපනය ලැබූ හැම දොස්තර කෙනෙක්ම කඩ කාමර වල වෙනම බෙහෙත් දෙනවා. ඉස්පිරිතාලේ ලෙඩ්ඩු මැරෙනවා.
surprise,,ඔබේ අසනීපයට උසස් පෙළවත් සමත් නැති කෙනෙක්ගෙන් බෙහෙත් ගන්න ඔබ සූදානම්ද?
,,තේරුම් ගන්න. අපි එරෙහි වෙන්නේ රටේ වෛද්‍ය විද්‍යාල පෞද්ගලීකරණය කිරීමට පමණි. අනෙකුත් උපාධි දැන් ගොඩක් කල් ඉඳලා දෙනවනේ. දොස්තරලා එක්ක අනෙක් උපාධිධාරයෝ සමාන කරන්න බැහැ.
,,නියම සෙට් එක. එක වල්ලේ පොල් වගෙයි.
,,කතාව පටන් ගන්න යනකොටම ප්‍රශ්න අහන්න නැගිටින්නෙ “රාජපක්ෂ“ ක්‍රමයටනෙ.
disgust,disgust,මේ ප්‍රශ්න ඉක්මණින් නිරාකරණය වෙනවා නම් හොඳයි
disgust,disgust,රටේ පවතින දුෂණ නිසා ඔවුන්ගෙන් බෙහෙත් අරගෙන ලෙඩෙක් මැරුණත් පගා දීලා යටගහන්න පුළුවන්
,,"මේ ප්‍රශ්නයට එකම හේතුව ඊර්ෂ්‍යාව, කුහකත්වය හා අාත්මාර්ථකමිත්වය මිස උපාධියේ ප්‍රමිතිය නොවේ."
disgust,disgust,උගත්යැයි කියාගන්නා කට්ටිය නේද මේ?
,,"පෙරුමාල්, කතාව ඉවරවෙලා මිනිස්සු ගියාටත් පස්සේ නැගිටගෙන ප්‍රශ්න අහන්නේ කාගේ ක්‍රමේටද? ආණ්ඩුවට අවුරුදු 2 කුත් වෙන්න එනවා. තාම රාජපක්ෂ නාමය මතක් කරන්නේ නැතුව කිසිම දෙයක් කරන්න බැහැ. එ්කයි සිංහල අපිට රාජපක්ෂ නමේ තියන අගය ,වටිනාකම සහ අමරණීයභාවය"
,,බෙහෙත් දෙන්න ඇති තරම් දොස්ටරවරුන් නැත්නම් එ්කට විකල්පයක් අවශ්‍යයි. නිදහස් අධ්‍යාපනය කළා කියලා එයාල රට යන්නේ නැතුව ඉන්නවද? පුද්ගලික බෙහෙත් සැල් අරින්නේ නැද්ද? ඉතින් මේ රටට පුද්ගලික වෙද විදුහල් අවශ්‍යයි
,,මෙතන ප්‍රශ්නය තියෙන්නේ පෞද්ගලික ඒවා ඕනෑද නැද්ද කියල නොවෙයි. මාලබේ එකේ ප්‍රමිතිය ගැනයි.
,,"ඉස්සර උසස් පෙළ නැතුව රුසියාවේ ගිහින් ලංකාවේ ඕනෑතරම් උදවිය වෛද්‍ය විද්‍යාව හදාරලා ඇවිත් මේ රටේ දොස්තරලා විදියට සේවය කළා. නමුත් ඔවුන්ට විරුද්ධව කිසිවෙක් කතා කළේ නැහැ. ඇයි අද විතරක් උසස්පෙළවත් නැති කෙනෙක්ගෙන් බෙහෙත් බොන්න බය? උසස් ප්‍රමිතියකින් යුතු විශ්වවිද්‍යාල උපාධි දෙනවා නම් ඒවා අධීක්ෂණය කරන්න අයත් ඉන්නවා නම්, අධ්‍යාපනයේ නිදහස භුක්ති විඳීමට යමකුට ඇති අයිතියට අපි ගරු කළයුතුයි."
,,ලෝකේ නිදහස් අධ්‍යාපනය පවතින එකම රට ලංකාවයි
,,ලෙඩ්ඩුන්ට රෝහල්වල බෙහෙත් දෙන්නේ සංගමයේ අය නොවේද? මෙහෙ වෛද්‍ය සිසුන් පාරේ ඉන්නකොට චිනේ ගිහින් ඇවිත් දොස්තරලා රෝහල්වල වැඩ
,,මෙම වෛද්‍ය විද්‍යාලයට දී තිබූ අවසරය අලවංගු කළේ එහි ප්‍රථම කණ්ඩායමෙහි සියළු දෙනාම අවසන් විභාගය ඉහළින්ම පාස්වී තිබීම නිසා නොවේද?
disgust,disgust,අපේ දොස්තරලා සහ සිසුන් කවදාවත් පුද්ගලික රෝහල් වලට විරුද්ධ වුණාද? නැහැ නේද ? නිදහස් අධ්‍යාපනෙන් පිනට ඉගෙනගෙන පස්සේ සල්ලි හොයන්න ඒවා ඕනෑ. එ්කයි. කුහකකම එ්කෙන්ම පේනවා.
,,දොස්තර කෙනෙක් වෙන්න සුපිරි මොළයක් තියෙන්න ඕනෑ කියන්නේ ලංකාවේ ඉන්න ආත්මාර්ථකාමී දොස්තරලයි වෛද්‍ය ශිෂ්‍යයෝයි විතරයි. වෙන රටවල්වල ඕනෑම කෙනෙකුට මුලික සුදුසුකම් තියෙනවා නම් දොස්තර කෙනෙක් වෙන්න ඉගෙනගන්න අවස්ථාව දීලා තියෙනවා.
,,ලක්විදු සරල දේ සරලවම කියා තිබෙනවා. මේක තේරෙන්නෙ නැහැ ගොඩක් අයට
,,අජිත් ඉන්දියාවට ගිහින් නැහැ වගේ. සියලුම නව නිෂ්පාදන කරන තාක්ෂණයෙන් සීඝ්‍ර දියුණුවක් ලබන රටක් එම රටේ අධ්‍යාපනයට ජාත්‍යන්තර ප්‍රමිතියෙන් ප්‍රශ්නයක් නැහැ. කේරල ප්‍රාන්තයේ කාන්තාවන්ගෙන් 98% උසස් අධ්‍යාපනය ලබපු බව දැනගන්නවත් දැනුම් තේරුම් අපිට නැහැ
disgust,disgust,මෙතන තියෙන්නේ ප්‍රමිතියේ ප්‍රශ්නයක් නොවේ. තව කෙනෙක් හොඳින් ඉගෙනගෙන දියුණුවෙයි කියා ඊර්ෂ්‍යා කිරීමේ ප්‍රශ්නයක්
surprise,surprise,ගුටි කෙළි තිබ්බ නැති එක පුදුමයි.
,,පුද්ගලික විශ්ව විද්‍යාලයට විරුද්ධව තැබූ රැස්වීම්වලට මෙවැනි බාධා කිරීම් සිදු නොවිණි.
,,ලක්විදු කියන එක තමයි ඇත්තම ප්‍රශ්නේ. උසස් පෙළටවත් විද්‍යාව නොකරපු අය මෙතනට ඇවිත්. ඇයි ඒ ගැන කතා නැත්තේ?
disgust,disgust,ඔලිම්පික් වලට ගිහින් ඉන්න අපේ කට්ටියට මුලින්ම ජාතික කොඩිය අල්ලන පැත්ත කියලා දෙන්න ඕනෑ.
,,පිහිනුම් ඉසව්වෙන් අපේ රටට බලාපොරොත්තුවක් ඇත.
joy,joy,ජයවේවා ශ්‍රී ලංකා!
joy,joy,අපේ රට ගැන අපි‍ට ආඩම්බරයි
joy,joy,ජය වේවා අපේ සහෝදර සහෝදරියන්ට! සහභිගිවීමම ලොකු ජයක්
joy,joy,ජය වේවා! ජය වේවා!
,,අපේ ජාතික ධජය කණපිට හරවා ප්‍රදර්ශනය කිරීම මඟින් අපේ අය අපේම ජාතික ධජයට අපහාසයක් කර තිබීම මට නම් කිසිසේත් සමාව දියහැකි දෙයක් නොවෙයි.
,,"මේ අයද අපේ රටට කීර්තිය, ගෞරවය ළඟාකර දෙන්නේ? අනේ අපේ ජාතික වීරයෝ!"
,,ජාතියේ අනන්‍යතාවය වන අපේ ජාතික ඇඳුම කෝ.
,,ඔය ඉස්සරහ තියන කොඩියට හුළඟක් වැදුනොත් එ්කත් වැරදියට අල්ලන් ඉන්න පැත්තට හැරෙනවා. ඉතින් එතකොට හුළඟටත් බනිනවද? අනික කවුද දන්නේ රහීම් එ්ක හරි පැත්තට හරවද්දී ඔය ෆොටෝ එක වැදුනද කියලා. හැමතැනම වැරදීම දැකීම පණ්ඩිතකමක් නොවේ
joy,joy,ඔබ සැමට ජයවේවායි පතමි! තෙරුවන් සරණයි!
joy,joy,ජය වේවා! පදක්කම් කීපයක් ලබා ගැනීමට ශක්තිය ලැබේවා! ක්‍රීඩිකාවන් රටේ අනන්‍යතාවයට ඔබින ඇඳුමකින් පෙනී සිටීමත් බොහෝම වැදගත්. බොහොම සන්තෝෂයි
disgust,disgust,මෙය විහිලුවට කරුණක් නොවෙයි. බොහෝවිට අප රට නියෝජනය කරන්නේ ජාතිකත්වය නොදන්නා උදවියයි. සමහරවිට ඒ අවස්ථාවේදී ඇතිවන හැඟීම නිසා එවැනි අතපසුවීම් සිදුවන්නටත් පුළුවන්.
,,"අබේරත්න, මාත් ඔබගේ කීමට එකඟයි. මේක තමන්ගේම හැඟීමෙන් එන්න ඕනෑ දෙයක්. එ්කටත් පොඩි කලේ ඉඳලම මේ හැඟීම හිතට ඇතිවෙන විදිහට හැදිලා තියෙන්න ඕනෑ. ඒ අතින් අපිට වෙනත් රටවල් ගොඩක් ආදර්ශයට ගන්න පුළුවන්."
joy,joy,ජය වේවා අපේ සහෝදර සහෝදරියන්ට! ජයවේවා ශ්‍රී ලංකා!
,,මේකත් යහපාලනයේ අළුත් වෙනසක්ද දන්නේ නැහැ.
joy,joy,අපේ කණ්ඩායමට උණුසුම් සුභපැතුම් පිරිනමමි. අලංකාර සංදර්ශනයෙන් පෙනෙන්නේ මේ රටවල් වල තාක්ෂණයේ දියුණුව ඉතා ඉහළ මට්ටමක තිබෙන බව නේද?
,,මට නම් ඒවිදිහට ජාතික කොඩිය අල්ලාගෙන ඉන්න එක ගැන ඒ ක්‍රීඩකයන්ට මොකුත් කියන්න බැහැ. සිංහල ජාතියම කණපිට හැරිලා තියෙද්දී කොඩිය විතරක් කෙලින් තියලා ඇති පලේ මොකක්ද?
joy,joy,ඔබ සැමට සුබ පැතුම්!
,,පොඩි අතපසුවීම් මේ තරමට ගණන් ගන්නා රටට ජාතියට මේ තරම් ආදරය කරන මිනිස්සු ඉන්නවා කියන එකත් පුදුමයක්. පටන්ගන්න වෙලාවේම අඩුපාඩු දකින එක අපේ මිනිසුන්ගේ හැටියක්. එතනට ගියේ සාමාන්‍ය මිනිස්සු මිස රොබෝ යන්ත්‍ර නොවේ. වැරදීම කාටත් පොදුයි. තෙරුවන් සරණින් එක පදක්කමක්වත් අරන් එන්න දරුවනේ.
joy,joy,දැන් ඉතින් ලංකාව මුළු ලෝකයේම නමක් රන්ඳයි
sadness,sadness,ශ්‍රී ලංකා කණ්ඩායමට ජය වේවා! අපේ ජාතික කොඩිය කණපිට හරවා ප්‍රදර්ශනය කිරීම ගැන මට දුකයි.
,,කවුද කියලා තියනවා අපේ රට ගැන හරි ආඩම්බරයි කියලා. ඒ මොකද? මෙතන ක්‍රීඩකයන්ට වැඩිය නිලධාරියොයි එයාලගේ පවුලේ අයයි ගිහින්ද දන්නෙ නැහැ. අන්තිමට එක පදක්කමක්වත් අරන් අාවොත් ලොකු දෙයක්.
joy,joy,අපේ ක්‍රීඩක ක්‍රීඩිකාවන්ට දස්කම් දක්වන්න ශක්තිය ලැබේවා.
joy,joy,ජයෙන් ජයවේවා!!! ක්‍රිකට් ජයමෙන්.
joy,joy,අපේ අයට ජය වේවා.
,,ශාන්ත එකපාරට වැරැද්ද හඳුනා ගැනීම ගැන මමනම් සතුටු වෙනවා.
joy,joy,අපේ කණ්ඩායමට අපෙන් සුබ පැතුම්!
,,"කොඩිය අපි කොහොම හරි හරවා ගමු ,වැඩ පෙන්වන්න කණ්ඩායම එකතුවෙලා අපේ කොල්ලන්ට, කෙල්ලන්ට ජයවේවා."
,,ජාතික කොඩිය අල්ලාගෙන ඉන්නේ විදියේ එහෙම වැරද්දක් නෑ. කොඩිය දෙපැත්තම මුද්‍රණය කරලා තියෙනවා. එහෙනම් එක පැත්තක් හරියන කොට අනිත් පැත්ත හැම වෙලාවේම වැරදි වෙන්න ඕන. බොරුවට වැරදි දකින්නම පුරුදු වෙන්න එපා.
,,ඇයි දැන් දාන්න දේවල් නැතුවද බොරු කතා දාන්නෙ
,,දෙයියෝ සාක්කි මොකද වෙනස්වුනේ..? මේකනම් පරණ සීන් එකක්...
,,ජනපති කාර්යභාරයට ලාංකිකයෝ 91%ක් සතුටින්
,,ඇමැති කෙහෙළිය හෙට එයි
,,කට්ටිය එවන කමෙන්ට්ස් කොහෙද යන්නේ මල්ලේ පොල් වගේ ඒවනේ...
joy,joy,හා .... හා...... අනේ මට තම හිනාව නතර කරගන්න බැ....... බඩ පැලෙන්න වගේ අප්පා........
,,බොලව් මට මේවගේ දෙයක් වුණේ වනන්තරේදි...වළහෙක් ඇවිදින් හදිකරන්න හදද්දි මම මළා වගේ බිම වැටිල හිටිය .වළහ ළඟට ඇවිත් අනේ මූට නිදාගන්න පැදුරක්වත් නෑ කියල යන්න ගියානේ බොලේ අම්මපා.....මේ අමූලික ඇත්ත.....
,,"ඔබලා අප අතරද විස්‌වාසය පලුදු වේගෙන එනවා වාගේ,"
disgust,disgust,මොනවද අනේ මේ විකාර?
,,මේක දෙයියෝ සාක්කිද? නැත්නම් අපිව තරහ ගස්සන සාක්කිද?
,,අයි‍යෝ සල්ලි.......ඊ.....
,,හා හා කළබල වෙන්න එපා...
,,අයියෝ ..ඔය කතාව මම අහලා තියෙනවා අවුරුදු 30කට විතර ඉස්සරලා.
joy,joy,හිනාවෙලා පණ යනව අප්පා..
disgust,disgust,විකාර
joy,joy,අනේ තව විහිළුවක් කරනවද? හිනාව නවත්ත ගන්න බෑනේ
disgust,disgust,"අයියෝ,අපිට පත්තරෙත් එපා කරන්නද හදන්නේ?"
disgust,disgust,මීට වඩා දෙයක් තිබුණෙම නැද්ද අනේ
disgust,disgust,මීට වඩා හානායන ඒවා රටේ කොයිතරම් තියනවද ?
,,මේව සුරංගනා කතා වගේ..
disgust,disgust,මීට වඩා හරවත් දේ දැම්මොත් හොදයි නේද ?
disgust,disgust,"අයියෝ,අපිට එපා කරන්නද හදන්නේ?"
disgust,disgust,පොඩි උන්ට බත් කවනකොට කියන්න නම් හොදයි ..මොකද පොඩි එකා උනත් මේක ලියපු එකා ගැන දුක හිතිලා.. බත් ටික කේන්තියටම කයි
,,කරෝලිස් මල්ලි ඕක දවල්ද වුනේ?
,,අනේ හිනා යන කතාවක් කියන්නකෝ
,,මේවා සුරංගනා කතා
,,ඔයාලට හිනා.වලහා බය වෙලා.සිංහයා නිදියලා
,,@කරොලිදස් ... ලොක්කා .වලස්සු උනත් පිරිමින්ට හදි කොරන්නෑ ..නිකම් කෝලම් කතා නොකිය ඉදින්කෝ .
,,අපි ඔය කතාව අහල තිබ්බෙ එක්දහස් නවසිය බර ගණන්වල ඉස්කෝලෙ පහේ පන්තියෙ ඉන්නකොට
,,මීට නරකද අපේ නූතන ගැමුණු කුමාරයාගේ කතාවක් දැම්ම නම්
,,ඇත්තම කියන්නකෝ අනේ මේක උනේ කෝට්ටේ පාර්ලිමේන්තුවෙද ?
,,"කරෝලිස්‍, ඔයාට හදිකරන්න හදපු වලහගෙන් කැලේ ඉන්න අනිත් වලස්සුන්ට හරිම කරදර ඇති නේද?"
,,අම්මපා කියහං මල්ලියේ
,,හහ්... හහ්.. හහ්... හා.....
,,නීතියට ගරු කළ යුතුය මෙය උසිගැන්වීමක් විය හැකිය
,,පුදුම සෙනගක් ඉන්නවනෙ උද්ඝෝෂණයට.
,,"හාමුදුරුවරු තුන්නමක් නම් ඉන්නවා. ඒත් ඉතිරි අය අැත්ගොව්වොද ? ඒත් අලි බලන කෙක්කක්වත් ළඟ නෑ නේද? නීති විරෝධීව තියාගත් අලි, ඇත්තු විතරයි නේද උසාවියට ගෙන ගියේ. අැත්ගොව්වොයි අලි බලන කෙක්කයි උසාවි දැම්මේ නෑ නේද?"
,,"ස්වාමීන් වහන්සේලා වෙලත්,බෞද්ධයන්ගේ මුදුන් මල්කඩ ශ්‍රී දන්ත ධාතූන් වහන්සේලාගේ පෙරහරට පටු අදහසින් මෙහෙම කරන එක ඉතාම වැරදි වැඩක්. මෙය වෙනත් අපේක්ෂාවක් මුල්කරගෙන කරන වැඩක්.අනුමත කරන්න බැහැ. උසාවි නියෝග මත තමයි එම අලින්ට එහෙම කළේ. වැරැද්ද වැරැද්දමයි....තේරුම් ගන්න හාමුදුරැවනේ. මෙහෙම කරනකොට අනිත් මිනිසුන් දෙකොනින්ම හිනාවෙනව...."
,,පීඩනයක් එල්ල කරන්න තියෙන හොදම අවස්ථාව තෝරාගෙන තියෙන්නේ. නැතිනම් ඇමැතිට පෙරහරේ අලි ගියත් එකයි නැතත් එකයි වගේ නේ ඉන්නේ.
