text,label
නුඹලාට දෙවි පිහිටයි!,joy
දකිනකොටත් සතුටුයි මේ දසුන්,joy
"ඔව් ඉතින්, අරය කළා, මෙයා කළා කිය කියා සිංහලයා තාම කෑ ගගහා ඉන්නවා. ලංකාව ලස්සනට අගාධයටම යනවා.",sadness
රට අනාරක්ශාකාරියි. විදේශවල සිටින ලාංකිකයින් නිවාඩුවකට වත් කොහොමද මේ රටට පය ගහන්නේ? උස්සන් ගිහිල්ල මරලා දායි.,fear
දැන් රට හරිම අනාරක්ෂිතයි,fear
"තමන්ගේම කට්ටියගෙන් පරිස්සම් වෙන්න ඕනෑ. ඒ අය තමයි දන්නේ යන එන තැන්, අතේ තිබෙන මුදල් ප්‍රමාණය. මම නම් හැමකෙනා දිහාම සැකෙන් තමයි බලන්නේ",disgust
මෛත්‍රී පාලනයක් කිව්වට රට දැන් නම් විශාලාවක් බවටයි පත්වෙලා තියෙන්නේ.,disgust
මෙවන් අපරාධකරුවන්ට දියහැකි දඬුවම් උපරිමයෙන්ම ලබාදෙන්න,anger
සල්ලි වලට කරන දේවල්.,disgust
කාටත් මේ වගේ දෙයක් නම් වෙන්න එපා.,sadness
අනේ පවු දෙවියනේ! ඔහු මොනතරම් වේදනාවක් විඳින්න ඇද්ද?,sadness
මහින්ද රට දියුණු කළානම් කොහොමද මිනිසුනේ රුපියලේ අගය වලපල්ලටම වැටුනේ ?,disgust
හරිම අවාසනාවන්ත පුවතක්,sadness
අවුරුදු 65 වයස... තාමත් කොල්ල වගේ ඉන්නේ.....,joy
මෙතුමා අපෙත් ආයුෂ අරගෙන චිරාත් කාලයක් ජීවත් වෙන්න ඕනේ. මොකද අපේ සිංහල ජාතියේ වාසනාවකට පහලවුන නායකයෙක් නිසා.,joy
උණුසුම් සුබ පැතුම් ජනාධිපති තුමනි,joy
චිරං ජයතු ජනපති තුමනි !,joy
රට යහමගට ගන්න ඔබ තුමාට තෙරුවන් බෙලෙන් දිගාසිරි පතමු,joy
දීර්ගායුෂ ජනාධිපතිතුමනි !. පක්ෂයටද සුභුපතුමි,joy
අපගේ ආදරණිය ජනපතිතුමාට සුබ උපන්දිනය වේවා !!,joy
සුභ උපන් දිනයක් වේවා ශ්‍රී ලංකා වේ.. 6.. වන ශ්‍රීමත් විධායක ජනාධිපති අතිගරු මෛත්‍රීපල සිරිසේන මැතිදුට චිරංජයතු ....ඒ .ජා .ප .යුරෝපා සංවිධානය පැරිස් ශාඛාව ...,joy
ශ්‍රී ලංකාවේ දුක් විඳින ජනයාගේ පිනට පහල වු මෙතුමාට සුබ උපන් දිනයක් වේවා ...,joy
අපේ ශ්‍රී ලංකාවේ ආර්ථිකය කාපු වේයන් පන්නපු ඔබතුමාට දිර්ගායු වේවා ...සුබම ..සුබ ..උපන්දිනයක් වේවා ....,joy
සුබ උපන්දිනයක් ජනපතිදුනේ ...අපේ පක්ෂය ඇතුලේ ගඳ ගස්සන සියලු දෙනා ගැන දඩි තීන්දුවක් 65 ස් වන ... උපන් ... . දිනයේදී ගතයුතුයි නේද .?,joy
ජනපති ජයශ්‍රී.,joy
තව චිරාත් කාලයක් අපේ රට පාලනය කිරීමට වාසනා!,joy
ඔබට අපෙන් සුබ පැතුම් මහතාණෙනි!,joy
සුබ උපන් දිනයක් වේවා ජනාධිපතිතුමනි!,joy
"ජනාධිපතිතුමනි, ඔබට සුභ පැතුම්!",joy
"ජනපතිතුමනි, ඔබට සුබ උපන්දිනයක් වේවා ..!!",joy
ජනපතිට අපෙනුත් සුබ පැතුම්!,joy
අපිටත් දැන් හොඳටම වයසයි. ඒත් ජීවිතය නම් තවමත් පටන්ගත් තැනමයි,disgust
මටත් ඇඬුනා. තාමත් දුකෙන් ඉන්නේ,sadness
අපිට නම් අපේ සමහර දේශපාලකයන්ගේ කතා අහද්දී ලැජ්ජයි,disgust
අපේ රටේ පාලකයන් මොන පුරසාරම් දෙඩුවත් රටක් වශයෙන් අපි ගොඩක් පහළ ඉන්නේ,disgust
අපිටත් ඇඬෙනවා රටට සහ සිංහලයාට වෙන්න යන දේ දැකලා,sadness
මටත් හොදටම අැඩුනා. තාමත් තනි ඇහැට ඇඩෙනවා. හැබැයි මෙයාලගේ මේ ගොන් කතා වලට නෙමෙයි. යස අගේට තිබුන රටට වෙන දේ දැකලා,sadness
"සිංහලයා මොඩයා කැවුම් කන්න යෝදයා , අද කාලේ ඉන්නේ එවුන් එලසින වැඩ කරයි",anger
ආණ්ඩුව එකිනෙකාට බැණගන්නවා මිසක් මෙවන් දෙයක් ආරක්ෂා කරගැනීමට තරම් උවමනාවක් හෝ දැනීමක් නැත,disgust
මෝඩ කතා එපා නගර සභා තියන්නේ මේවට තමයි,anger
මෙක භායානක දෙයක්. වැළදුනොත් වැළදුනා ඒඩිස්. බෙහෙත් නැත.,fear
ලේ වතුර වෙලා ඇති....,fear
අපි දන්නවනේ ඔයගොල්ලෝ බස්වලදී අපිට දෙන වදයක්..හරිම මළ වදයක් තමයි දෙන්නේ.මම සමහර වෙලාවලට බස් එකෙන් බැහැලා යනවා යන්න..ඇයි මොන මළ කෝලමක්ද ඇඟටම හේත්තු වෙන්න එන්නේ..ගෑනූ දැකලා නැහැ වගේ පිරිමි අසහනකාරයෝ ..,anger
රට ගසා කන අයට ඕවා හැදෙන්නේ නෑනේ,anger
"හෙට අනිද්දා වෙනකොට ලංකාවෙත් ඔය වගේ උද්ඝෝෂණයක් නොතිබුනොත් තමයි පුදුමේ. කාට, කාටත් එතකොට ඇස් ඇරේවි.",anger
"නාමල්, ඔබලාට දිට්ට ධම්ම වේදනීය පළදෙන්නට ඉඩ තියෙනවා, කෙළෙහිගුණ නොදන්නා නිසා",disgust
මෝඩ ගොවියා !!!!!!,anger
මෙලෝ රහක් නෑ.....!,anger
"ලෙඩ්ඩු විතරක් නෙමෙයි, මේ රටේ හැමතැනම වෙන්නේ දුප්පත් අසරණ මිනිසා සූරාකෑමනේ",anger
පිළිකා රෝගීන් ගසාකන මේ අපරාධය දෙවියෝම බලාගනිත්වා!,disgust
මෑත ඉතිහාසයේ ලංකාවේ පහළ වුණු ශ්‍රේෂ්ඨතම ජන නායකයා,joy
ජාතියේ පිනට පහළ වු සැබෑ නායකයෙක්.,joy
යුද්දෙදි ආයුද ගනුදෙනු වලදී කොමිස් නොගත් නායකයා ඔබයි ජයවර්ධන මැතිදුනි .,joy
ඔබට ...අජරාමර නිවන් සුව ..,sadness
මේ අයට ලැබෙන පහසුකම් වෙන කාටත් නෑ.,disgust
මා දන්නා පරිදි මෙයාල එන්නේ වැඩ කරන්න නෙවෙයි සල්ලි එකතු කරගෙන යන්නයි,disgust
මේ අයගේ සහ පවුලේ උදවියගේ වත්කම් පිරික්සුවානම් තේරෙයි මේ අයටත් ඉන්නේ ඩේසි ආච්චිලාම තමයි කියලා.,disgust
විනිවිද භාවය ගැන කතා කරන්නේ මරු කට්ටියක් තමයි ..ගෙන්නන එකම බඩුවට එක එක්කෙනාගෙන් මෙයාල බදු ගහන්නේ හිතෙන හිතෙන හැටියට .. බඩුවකට ගහන බද්දක් හොයාගන්න බැහැ රේගු වෙබ් සයිට් එකයි ඉන්ටෙර්නෙට් එකයි පීරුවත්.. බදු ක්‍රමය හදල තියෙන්නේ මෙයාලට හිතෙන හිතෙන හැටියට අත යටින් හොඳ ගානක් හොයාගන්න පුළුවන් වෙන විදියට,disgust
"ගියපාර බඩු ගෙන්නදී ""මල්ලි අතේ සල්ලි නැතිනම් ඔය මෙගා ෆොර්න් එක දීල යන්න"" කියල ඉල්ලා ගත්හු එකෙන් නේද ඔය බැම්ම උඩ නැගගෙන මරහඬ තලන්නේ?",anger
ජරා පප්පෝ..රටක ඉඳල එනකොට බලන් ඉන්නේ සල්ලි ගසා කන්න...,anger
අනේ මේගොල්ලන්ගෙ විනිවිද භාවය මම කීප වාතාවක් පාස්පෝට් එක අතුලෙ දාල සල්ලි ( ඉල්ලපු ගණන ) දීල තියෙනව බඩු ක්ලියර් කරගන්න.,anger
"හිමාලි මොකද විලිලැජ්ජ නැතිව ජයවේව කියන හැටි , මේ ගැන මොනාද දන්නේ ?",anger
"කොමෙන්ට්ස් කියවද්දි දුකයි. මේ වගේ අය ඉන්නකන් ඉතින් දේශපාලුවන්ට මරු. රේගුවේ ඉන්නේ හොරුනම්, ගෙවල් පහලොවක් තියෙනවනම්, ඔය කියන විදිහේ දූෂණ ඇහැට දැක්කනම්, තැන තැන නිර්ණාමික කොමෙන්ට්ස් දාන්නැතුව අල්ලස් හෝ දූෂණ එකේ පැමිණිල්ලක්වත් දාන්නකො.",sadness
ජනතාවගේ හොරාකාපු සල්ලි හා දේපොළ තව කොච්චර ඇද්ද? එහෙම අයගේ සියලුම දේපොළ රාජසන්තක කරන්න ඕනෑ.,anger
හත් දෙවියනේ! මුන්නැහෙලා ගුවන් යානා වල නේවාසිකව සිටියාද?,surprise
බලනකොට ඒ කාලේ පුදුම දේවල්නේ වෙලා තියෙන්නේ,surprise
මෙයාල විතරද උඩින් ගියේ? දැන් අය බිමින්ද යන්නේ? ඒ ගමන් වලට වියදම් එයාලගේ සාක්කුවෙන්ද?,anger
"මේ ආණ්ඩුව යහපාලනයක්ද, යමපාලනයක්ද?? කෙරුවාව පළිගැනීම පමණයි.",anger
වැරදිකාරයන්ට දඬුවම් කරන්න ඕනෑ,anger
රාජපක්ෂවරුන් අැමෙරිකාවෙි පුරවැසියන් ඹවුන්ට මෙහි වැරදුනොත් අැමෙරිකාවෙි සියලුම පහසුකමි අැතිව ජිවත්විය හැකියි .ජනතාව මොඩයන්.,anger
මේක මාව කම්පනයට පත් කළා.,fear
මට දැන් අඳුරට යන්න බයයි.,fear
මේක ජීවිතයටම ලොකු පාඩමක්.,fear
මම බයෙන් හිරි වැටිලා.,fear
මේක භීතියෙන් පිරුණු මොහොතක්.,fear
අනේ මට යන්න බෑ.,fear
දැන් මම බයෙන් වෙවුලනවා.,fear
මේක ඇත්තටම බය හිතෙනවා.,fear
මට දැන් නිදාගන්න බෑ.,fear
මේක භීතියෙන් පිරුණු කතාවක්.,fear
අනේ මේක දරාගන්න බෑ.,fear
මට දැන් භීතියක් දැනෙනවා.,fear
මේක මාව හොඳටම බය කළා.,fear
මගේ හිත කැළඹුණා.,fear
මේක මාරාන්තික බයක්.,fear
අනේ බයයි.,fear
මේක හරිම භයානකයි.,fear
මට දැන් පණ නෑ.,fear
මගේ ඇඟ වෙවුලනවා.,fear
මම බයෙන් තැතිගෙන.,fear
මේක මගේ සිතට බලපෑවා.,fear
"මට බයයි, ගොඩක් බයයි.",fear
මේක භීතිය ගෙන දෙන දෙයක්.,fear
දැන් මම බයෙන් තැතිගෙන.,fear
මේක ඇත්තටම මාව බය කළා.,fear
මට අද නිදාගන්න බෑ.,fear
මේක හරිම භීතියක්.,fear
"අනේ දෙවියනේ, මට බයයි.",fear
මේක මාව වෙවුලවනවා.,fear
මගේ ඇස්වල කඳුළු පිරුණා.,fear
මේක ජීවිතේටම අමතක වෙන්නෙ නෑ.,fear
මට දැන් මරණ බයක්.,fear
මේක බියකරු සිහිනයක්.,fear
අනේ මේ මොකක්ද?,fear
මට දැන් බයෙන් පණ නෑ.,fear
මේක මගේ හිත කම්පනය කළා.,fear
මට ඇත්තටම බයක් දැනෙනවා.,fear
මේක හිතාගන්න බැරි බයක්.,fear
අනේ මගේ හිතට ලොකු බයක්.,fear
මම බයෙන් මරණයට පත් වෙයි.,fear
දැන් මම බයෙන් මිදෙන්න උත්සාහ කරනවා.,fear
මට දැන් කතා කරගන්න බැරුව ගියා.,fear
දැන් මම බයෙන් වෙවුලනවා. මේක ඇත්තටම බය හිතෙනවා.,fear
මට දැන් නිදාගන්න බෑ. මේක භීතියෙන් පිරුණු කතාවක්.,fear
අනේ මේක දරාගන්න බෑ. මට දැන් භීතියක් දැනෙනවා.,fear
මේක මාව හොඳටම බය කළා. මගේ හිත කැළඹුණා.,fear
මේක මාරාන්තික බයක්. අනේ බයයි.,fear
මේක හරිම භයානකයි. මට දැන් පණ නෑ.,fear
මේක භීතියෙන් පිරුණු මොහොතක්. මගේ ඇඟ වෙවුලනවා.,fear
මම බයෙන් තැතිගෙන. මේක මගේ සිතට බලපෑවා.,fear
"මට බයයි, ගොඩක් බයයි. මේක භීතිය ගෙන දෙන දෙයක්.",fear
දැන් මම බයෙන් තැතිගෙන. මේක ඇත්තටම මාව බය කළා.,fear
මට අද නිදාගන්න බෑ. මේක හරිම භීතියක්.,fear
"අනේ දෙවියනේ, මට බයයි. මේක මාව වෙවුලවනවා.",fear
මගේ ඇස්වල කඳුළු පිරුණා. මේක ජීවිතේටම අමතක වෙන්නෙ නෑ.,fear
මට දැන් මරණ බයක්. මේක බියකරු සිහිනයක්.,fear
අනේ මේ මොකක්ද? මට දැන් බයෙන් පණ නෑ.,fear
මේක මගේ හිත කම්පනය කළා. මට ඇත්තටම බයක් දැනෙනවා.,fear
මේක හිතාගන්න බැරි බයක්. අනේ මගේ හිතට ලොකු බයක්.,fear
මම බයෙන් මරණයට පත් වෙයි. මේක මාව වෙවුලවනවා.,fear
දැන් මම බයෙන් මිදෙන්න උත්සාහ කරනවා. මේක හරිම භයානකයි.,fear
මට දැන් කතා කරගන්න බැරුව ගියා. මේක මාව කම්පනයට පත් කළා.,fear
මට දැන් අඳුරට යන්න බයයි. මේක ජීවිතයටම ලොකු පාඩමක්.,fear
මම බයෙන් හිරි වැටිලා. මේක භීතියෙන් පිරුණු මොහොතක්.,fear
අනේ මට යන්න බෑ. දැන් මම බයෙන් වෙවුලනවා.,fear
මේක ඇත්තටම බය හිතෙනවා. මට දැන් නිදාගන්න බෑ.,fear
මේක භීතියෙන් පිරුණු කතාවක්. අනේ මේක දරාගන්න බෑ.,fear
මට දැන් භීතියක් දැනෙනවා. මේක මාව හොඳටම බය කළා.,fear
මගේ හිත කැළඹුණා. මේක මාරාන්තික බයක්.,fear
අනේ බයයි. මේක හරිම භයානකයි.,fear
මට දැන් පණ නෑ. මේක භීතියෙන් පිරුණු මොහොතක්.,fear
මගේ ඇඟ වෙවුලනවා. මම බයෙන් තැතිගෙන.,fear
"මේක මගේ සිතට බලපෑවා. මට බයයි, ගොඩක් බයයි.",fear
මේක භීතිය ගෙන දෙන දෙයක්. දැන් මම බයෙන් තැතිගෙන.,fear
මේක ඇත්තටම මාව බය කළා. මට අද නිදාගන්න බෑ.,fear
"මේක හරිම භීතියක්. අනේ දෙවියනේ, මට බයයි.",fear
මේක මාව වෙවුලවනවා. මගේ ඇස්වල කඳුළු පිරුණා.,fear
මේක ජීවිතේටම අමතක වෙන්නෙ නෑ. මට දැන් මරණ බයක්.,fear
මේක බියකරු සිහිනයක්. අනේ මේ මොකක්ද?,fear
මට දැන් බයෙන් පණ නෑ. මේක මගේ හිත කම්පනය කළා.,fear
මට ඇත්තටම බයක් දැනෙනවා. මේක හිතාගන්න බැරි බයක්.,fear
අනේ මගේ හිතට ලොකු බයක්. මම බයෙන් මරණයට පත් වෙයි.,fear
මේක මාව වෙවුලවනවා. දැන් මම බයෙන් මිදෙන්න උත්සාහ කරනවා.,fear
මේක හරිම භයානකයි. මට දැන් කතා කරගන්න බැරුව ගියා.,fear
මේක මාව කම්පනයට පත් කළා. මට දැන් අඳුරට යන්න බයයි.,fear
මේක ජීවිතයටම ලොකු පාඩමක්. මම බයෙන් හිරි වැටිලා.,fear
මේක භීතියෙන් පිරුණු මොහොතක්. අනේ මට යන්න බෑ.,fear
"මට බයයි, ගොඩක් බයයි. මේක භීතිය ගෙන දෙන දෙයක්",fear
අනේ!,surprise
අයියෝ!,surprise
අප්පට සිරි!,surprise
ඇත්තටම?,surprise
කවුද හිතුවේ!,surprise
මේ මොකද!,surprise
අදහාගන්න බෑ!,surprise
මම පුදුම වුණා!,surprise
නියමයි!,surprise
මොනවද මේ!,surprise
ඇත්තද ඒක?,surprise
මම හිතුවේ නැහැ එහෙම වෙයි කියලා.,surprise
ඇත්තටම? මට ආරංචි වුණේ නැහැ.,surprise
මම කම්පනයට පත් වුණා.,surprise
මේක අනපේක්ෂිතයි.,surprise
ඔයාට විශ්වාසද?,surprise
මම පුදුම වුණා අහලා.,surprise
මේකනම් පුදුම ආරංචියක්.,surprise
මම ඒක බලාපොරොත්තු වුණේ නැහැ.,surprise
කොහොමද ඒක වුණේ?,surprise
"අයියෝ, මේ මොකක්ද?",surprise
මම ඇස් අදහාගන්න බෑ!,surprise
ඔයා ඇත්තටම ආවද?,surprise
මේක පුදුම සහගතයි.,surprise
ඔයා මෙහෙ ඉන්නවා දකිද්දි මම පුදුම වුණා.,surprise
මම හිතුවේ නැහැ එයා මෙහෙ එයි කියලා.,surprise
මොනතරම් ලස්සනද!,surprise
මම කවදාවත් දැකලා නැහැ මෙහෙම දෙයක්.,surprise
මේක හරිම වෙනස්!,surprise
ඒක ඇත්තටම සිදුවුණා!,surprise
ඒක බොරු නේද?,surprise
ඔයා විහිළු කරනවා නේද?,surprise
මේක විශ්වාස කරන්න අමාරුයි.,surprise
මට ඒක පිළිගන්න බෑ.,surprise
ඔයාට පිස්සුද?,surprise
මේක හීනයක් වගේ!,surprise
මට ඇත්තටම කියන්න වචන නැහැ.,surprise
මම පුදුම වුණා පුදුම වුණා වගේ!,surprise
මාර වැඩක්!,surprise
නියමයි! මම හිතුවේ නැහැ ඔයාට ඒක කරන්න පුළුවන් වෙයි කියලා.,surprise
ඒක හරිම පුදුම සහගතයි!,surprise
මම හිතුවේ නැහැ මෙහෙම දෙයක් වෙයි කියලා.,surprise
ඔයා මාව පුදුම කළා.,surprise
"අපොයි, මාර ලස්සනක්!",surprise
මේක මගේ බලාපොරොත්තු ඉක්මවා ගියා.,surprise
"අයියෝ, මේ මොකක්ද වුණේ?",surprise
මේක නරක ආරංචියක්.,surprise
මම කම්පනයට පත් වුණා ඒක අහලා.,surprise
මේක හිතාගන්න බැරි දෙයක්.,surprise
ඔහ් මගේ දෙවියනේ!,surprise
ඒක විශ්වාස කරන්න අමාරුයි!,surprise
ඇත්තටමද?,surprise
මම පුදුමයෙන් ගල් ගැසුණා.,surprise
මෙහෙම දෙයක් වෙයි කියලා කවදාවත් හිතුවේ නැහැ.,surprise
මට පුදුම හිතුණා.,surprise
කොහොමද එහෙම වුණේ?,surprise
අනපේක්ෂිතයි!,surprise
මම සම්පූර්ණයෙන්ම පුදුම වුණා.,surprise
මේක ඇත්තද?,surprise
මගේ හිත ගැස්සුණා!,surprise
ඔයා මාව බය කළා!,surprise
මේක ඇත්තටම සිදුවුණා නේද?,surprise
මම පුදුම වුණා ඔයා ආපු එකට.,surprise
කවදාවත් හිතපු නැති දෙයක්!,surprise
මේක නම් පුදුම සහගතයි.,surprise
මම හිතුවේ නැහැ ඒක කරයි කියලා.,surprise
මේක ඇත්තටම පුදුමයි.,surprise
මගේ ඇස් අදහාගන්න බෑ.,surprise
විශ්වාස කරන්නත් බැරි තරම්.,surprise
අනේ අපොයි!,surprise
කොහොමද ඒක වුණේ කියලා හිතාගන්න බෑ.,surprise
මට කතා කරන්න වචන නැහැ.,surprise
පුදුමයි!,surprise
ඔයාට ඇත්තටම විශ්වාසද?,surprise
මේක ඇත්ත වෙන්න බෑ.,surprise
මොකක්ද මේ!,surprise
මම ඒක බලාපොරොත්තු වුණේ නැහැ කිසිසේත්ම.,surprise
මේක හරිම අමුතුයි.,surprise
අනේ මේ මොනවද?,surprise
එයා ඇත්තටම ආවද?,surprise
මේක මාර වැඩක්!,surprise
මම කල්පනා කළා ඒක ඇත්තද කියලා.,surprise
හරිම පුදුමයි!,surprise
මේක ඇත්තටම පුදුම සහගත ආරංචියක්.,surprise
මම හිතුවේ නැහැ එයා එහෙම දෙයක් කරයි කියලා.,surprise
මේක ඇත්තටම පුදුමයක්.,surprise
මම පුදුම වුණා දකිද්දි.,surprise
මට මුකුත් හිතාගන්න බෑ.,surprise
මේක නම් පිස්සුවක්!,surprise
"අනේ, පුදුම වැඩක්!",surprise
මම පුදුමයෙන් කට ඇරුණා.,surprise
මේක මගේ ජීවිතේට දැකපු නැති දෙයක්.,surprise
කොහොමද එයා එහෙම කළේ?,surprise
අනේ මගේ රත්තරනේ!,surprise
මම හිතුවේ නැහැ එයා එයි කියලා.,surprise
මේක ඇත්තටම පුදුමයි!,surprise
මට ඒක විශ්වාස කරන්න බැහැ.,surprise
ඔයා මාව පුදුමයට පත් කළා!,surprise
මේක හරිම පුදුම සහගත අත්දැකීමක්!,surprise
ඇයට පුදුම හිතුණා.,surprise
ඔහුට පුදුම හිතුණා.,surprise
අපිට පුදුම හිතුණා.,surprise
ඔවුන්ට පුදුම හිතුණා.,surprise
දරුවා පුදුම වුණා.,surprise
ගුරුවරයා පුදුම වුණා.,surprise
ඒ පුවත පුදුමයක්.,surprise
එයාගේ ගමන පුදුමයක්.,surprise
ඇගේ නිශ්ශබ්දතාවය පුදුමයක්.,surprise
ඒක ඇත්තටමද?,surprise
විශ්වාස කරන්නත් අමාරුයි.,surprise
මම මේක කවදාවත් බලාපොරොත්තු වුණේ නැහැ.,surprise
මේක හරිම අනපේක්ෂිතයි.,surprise
ඔයාට වැරදිලා නේද?,surprise
මට ඇත්තටම කතා කරන්න වචන නැහැ.,surprise
මම කම්පනයෙන් මිදුණේ නැහැ.,surprise
ඔයාගේ කතාව පුදුම සහගතයි.,surprise
මේක මාව පුදුමයට පත් කළා.,surprise
කොහොමද ඔයා ඒක කළේ?,surprise
මම ඒක දකින්නේ නැහැ කියලා හිතුවේ.,surprise
මොනතරම් අසාමාන්‍යද!,surprise
මම ඒක කිසිසේත් බලාපොරොත්තු වුණේ නැහැ.,surprise
මේක සිදුවෙයි කියලා මම හිතුවේ නැහැ.,surprise
ඔයා මාව පුදුමයෙන් පුදුම කළා.,surprise
මට පුදුම හිතුණේ නැහැ.,surprise
මේක හරිම පුදුම සහගත පෙනුමක්!,surprise
ඒක හරිම විස්මිතයි!,surprise
අනේ මේක ඇත්ත වෙන්න බෑ!,surprise
ඒක හරිම පුදුමයි කියලා මට හිතුණා.,surprise
මම ඒක දැක්කම කට ඇරුණා.,surprise
මේක ඇත්තටම වුණාද?,surprise
ඔයා මාව ගැස්සෙව්වා.,surprise
මට ඒක විශ්වාස කරන්න බෑ එයා ඒක කළා කියලා.,surprise
මේක මොනතරම් පුදුම සහගතද!,surprise
අනේ දෙවියනේ!,surprise
මම එයා ආවම පුදුම වුණා.,surprise
මේක හරිම අපූරුයි!,surprise
මම පුදුම වුණා එයා ජයග්‍රහණය කළා කියලා දැනගත්තම.,surprise
ඒක හිතාගන්න බැරි තරම්.,surprise
මම හිතුවේ නැහැ මෙහෙම දෙයක් වෙයි කියලා කවදාවත්.,surprise
මේක මගේ හිත ගැස්සෙව්වා.,surprise
ඔයා මාව පුදුමයට පත් කළේ කොහොමද?,surprise
ඇත්තටමද එහෙම වුණේ?,surprise
මම ඒක ගැන පුදුම වුණා.,surprise
මේක මොනතරම් පුදුම සහගත දෙයක්ද!,surprise
මම ඇත්තටම පුදුම වුණා.,surprise
ඔයාට විශ්වාසද මේක ඇත්ත කියලා?,surprise
මේක මට ලොකු පුදුමයක්.,surprise
ඒක හරිම පුදුම සහගත තීරණයක්.,surprise
මම හිතුවේ නැහැ ඔයාට ඒක කියන්න පුළුවන් වෙයි කියලා.,surprise
මේක ඇත්තටම විශ්වාස කරන්න බැරි දෙයක්.,surprise
මගේ ඇස් පුදුමයෙන් ලොකු වුණා.,surprise
මේක මගේ හිතටත් පුදුමයක්.,surprise
ඇත්තටමද එයා ඒක කළේ?,surprise
මම හිතුවේ නැහැ එයාට පුළුවන් වෙයි කියලා.,surprise
මේක මාව මවිත කළා.,surprise
ඔයා ඇත්තටම විශ්වාස කරනවද?,surprise
"අනේ, පුදුම වැඩක් නේද?",surprise
මට පුදුමයෙන් කතා කරගන්න බැරි වුණා.,surprise
මේක හරිම අසාමාන්‍යයි.,surprise
මම හිතුවේ නැහැ ඔයා ඒක කියයි කියලා.,surprise
මේක මට හරිම පුදුමයක්.,surprise
ඔයා ඇත්තටම ආවා නේද?,surprise
මගේ කන් අදහාගන්න බෑ.,surprise
මේක ඇත්තටම වෙන්න බෑ.,surprise
ඒක හරිම පුදුම සහගත අලුත් ආරංචියක්.,surprise
මට පුදුම හිතුණා ඒක දැක්කම.,surprise
මේක ඇත්තටම පුදුම සහගතයි නේද?,surprise
"අනේ, මේක පුදුම සහගතයි!",surprise
මට ඇත්තටම පුදුම හිතුණා.,surprise
මේක පුදුම සහගත ආරංචියක්.,surprise
මම පුදුම වුණා ඒක අහලා.,surprise
මේක මට ලොකු පුදුමයක් වුණා.,surprise
ඔයා මාව පුදුමයට පත් කළා මේ වෙලාවේ.,surprise
මේක හරිම පුදුම සහගත දෙයක්.,surprise
මම හිතුවේ නැහැ ඔයා මෙච්චර ඉක්මනට එයි කියලා.,surprise
මේක මගේ හිතට ලොකු කම්පනයක්.,surprise
ඔයා ඇත්තටම ඒක කළා නේද?,surprise
මට මේක විශ්වාස කරන්න අමාරුයි.,surprise
මේක හරිම අනපේක්ෂිත සිදුවීමක්.,surprise
මම පුදුමයෙන් ගොළු වුණා.,surprise
ඒක හරිම පුදුම සහගතයි කියලා මට හිතුණා.,surprise
මම හිතුවේ නැහැ එයා මෙහෙම කරයි කියලා.,surprise
මේක ඇත්තටම මට පුදුමයක්.,surprise
"අනේ, මාර පුදුමයක්!",surprise
මට ඒක හිතාගන්නවත් බෑ.,surprise
මේක හරිම පුදුම සහගත පුවතක්.,surprise
ඔයා ඇත්තටම හරිම පුදුමයි!,surprise
මේක හරිම පුදුම සහගත අත්දැකීමක් වුණා.,surprise
"අනේ, මොනතරම් පුදුමයක්ද!",surprise
මම පුදුමයෙන් පුදුමයට පත් වුණා.,surprise
මට පුදුමයක් වුණා.,surprise
ඔයා මාව පුදුමයට පත් කළා නේද?,surprise
මේක හරිම පුදුම සහගත අවස්ථාවක්.,surprise
මේක හරිම පුදුම සහගත කතාවක්.,surprise
ඔයා ඇත්තටම මාව පුදුමයට පත් කළා.,surprise
ඒක ඇත්තටමද සිදුවුණේ?,surprise
මම පුදුමයට පත් වුණා එයා ඒක කියපු එකට.,surprise
මේක හරිම අනපේක්ෂිත ආරංචියක්.,surprise
මට පුදුමයෙන් ඇස් ලොකු වුණා.,surprise
ඔයා මාව කම්පනයට පත් කළා!,surprise
මේක ඇත්තටම පුදුමයක්!,surprise
මේක හරිම පුදුම සහගතයි කියලා මට හිතුණා.,surprise
"අනේ, ඒක ඇත්තටමද?",surprise
මට කල්පනා කරන්නවත් බැහැ.,surprise
මේක හරිම පුදුම සහගත තත්ත්වයක්.,surprise
ඔයා ඇත්තටම පුදුමයි!,surprise
මම පුදුම වුණා ඒක දැක්කම.,surprise
මේක හරිම පුදුම සහගත සිදුවීමක් වුණා.,surprise
"අනේ, මොනතරම් අසාමාන්‍යද!",surprise
මම පුදුමයෙන් කටහඬ නැති වුණා.,surprise
මට ලොකු පුදුමයක් වුණා.,surprise
ඔයා මාව පුදුමයට පත් කළා නේද අද?,surprise
මේක හරිම පුදුම සහගත තීරණයක්.,surprise
ඔයා ඇත්තටම මාව පුදුමයට පත් කළා අද.,surprise
මම පුදුමයට පත් වුණා ඒක අහලා.,surprise
මේක හරිම අනපේක්ෂිත ආරංචියක් වුණා.,surprise
මේක ඇත්තටම පුදුමයක් වුණා!,surprise
මම හිතුවේ නැහැ එයා ඒක කියයි කියලා.,surprise
මට කල්පනා කරන්නවත් බැහැ ඒ ගැන.,surprise
මේක හරිම පුදුම සහගත තත්ත්වයක් වුණා.,surprise
අනේ! මොනතරම් පුදුමයක්ද මේ!,surprise
මට මේක ඇත්තටමද කියලා හිතාගන්න බෑ.,surprise
